"REGISTRO","TIPO_ENCUESTA","PC1","COD_HABITAT","PC3","COD_EDAD","PC4","PC6","PC7","PC7A","PC8","P1001_1","P1001_2","P1002_COD","P1002_1_COD","P1002_2_COD","P1003_COD","P1003_1_COD","P1003_2_COD","P1004_COD","P1004_1_COD","P1004_2_COD","P1005_1","P1005_2","P1005_3","P1006","P1007","P1008","P1009","P1010","P1011","P1012","P1013","P1013_1","P1014","P1015","P1016","P11017","P1101_A","P1102_A","P1103","P1104","P1105_COD_B_1","P1105_COD_B_2","P1105_COD_B_3","P1106","P1107","P1108_COD_B_1","P1108_COD_B_2","P1108_COD_B_3","P1109_1","P1109_2","P1109_3","P1109_4","P1109_5","P1109_6","P1109_7","P1109_8","P1017","P1018","P2102","P2003","P2004_1","P2004_2","P2004_3","P2004_4","P2004_5","P2002_CONOC_1","P2002_VALOR_1","P2002_CONOC_2","P2002_VALOR_2","P2002_CONOC_3","P2002_VALOR_3","P2002_CONOC_4","P2002_VALOR_4","P2002_CONOC_5","P2002_VALOR_5","P2103_1","P2103_2","P2103_3","P2103_4","P2103_5","P2002B_CONOC_1","P2002B_VALOR_1","P2002B_CONOC_2","P2002B_VALOR_2","P2002B_CONOC_3","P2002B_VALOR_3","P2002B_CONOC_4","P2002B_VALOR_4","P2002B_CONOC_5","P2002B_VALOR_5","P2002B_CONOC_6","P2002B_VALOR_6","P2002B_CONOC_7","P2002B_VALOR_7","P2002B_CONOC_8","P2002B_VALOR_8","P2002B_CONOC_9","P2002B_VALOR_9","P2002B_CONOC_10","P2002B_VALOR_10","P2005R","P2007R","P2008","P2008R","P2105","P2105R","P2105B","P2106","P2106A","P2009","P2010","P2012","P2013","P2014","P2015"
2889,"MOVIL2","Córdoba","De 100.001 o más","Hombre","18-24",22,"Sí","Sí, tengo la nacionalidad española"," ","No",8,9,"Inestabilidad política","No sabe","No sabe","Corrupción política","No sabe","No sabe","Desorientación Reforma Educativa","Cambio climático","Jubilación","PP","VOX","PP","Ni buena ni mala","Peor","No sabe","Buena","Mejor","Mejorará","Buena","Igual","Mejorará","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Crear un complemento salarial para garantizar una renta mínima más alta","No","Bien","No sabe"," "," ","Sí","Mal","Disminuir número de alumnos por aula, disminuir ratio"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Buena","Conservador/a",8,7,3,1,5,9,"Sí",7,"Sí",2,"No"," ","Sí",1,"No"," ",7,4,"No contesta",1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Vivimos confortablemente con los ingresos actuales","Nada probable","Muy religiosa","Formación profesional II (segundo grado)","Trabaja","Asalariado del sector privado"
3060,"FIJO2","Granada","De 10.001 a 20.000","Mujer","55-64",60,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",1,1,"El presidente del Gobierno central","Paro juvenil","Inmigración","Falta de hospitales, ambulatorios / masificación","Paro juvenil","Inmigración","Migración de andaluces","No sabe","No sabe","PP","PP","PP","Muy mala","Peor","Empeorará","Mala","Igual","Mejorará","Mala","Peor","Se quedará igual","No sabe","Igual","Mejorará","Ni mejor ni peor","Mejorar los servicios sanitarios","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Muy mal","Reducir listas/tiempos de espera de atención"," "," ","Sí","Ni bien ni mal(no leer)","Falta de profesorado"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","Regular (no leer)","Regular (no leer)","Apolítico",5,6,3,1,5,8,"Sí",6,"Sí",1,"No"," ","No"," ","No"," ",5,1,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","El mismo día de las elecciones","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Tenemos dificultades","Nada probable","Poca religiosa","Formación profesional II (segundo grado)","Parado/a y ha trabajado antes"," "
3188,"FIJO2","Granada","Menos de 10.000","Hombre","45-54",50,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",5,8,"Inestabilidad política","Paro juvenil","No sabe","Falta de trabajo: paro","No sabe","No sabe","Inseguridad ciudadana","No sabe","No sabe","PP","PP","PP","Buena","Peor","Empeorará","Mala","Peor","Empeorará","Buena","Igual","Mejorará","Mala","Mejor","Mejorará","Peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Buenos profesionales"," "," ","No","Bien","Buen nivel académico/ alumnos salen preparados/ evolucionan correctamente"," "," ","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Muy buena","Conservador/a",8,7,3,5,5,10,"Sí",10,"Sí",2,"Sí",7,"Sí",5,"Sí",7,10,2,7,5,5,"Sí",2,"No"," ","No"," ","No"," ","No"," ","No"," ","Sí",5,"No"," ","Sí",5,"Sí",7,"Vox","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha dudado entre varias opciones pero al final he votado al mismo","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Muy probable","Religiosa","Educación primaria","Trabaja","Asalariado del sector público"
3344,"FIJO2","Cádiz","De 100.001 o más","Hombre","75 o más",85,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,9,"Falta de trabajo: paro","Inestabilidad política","Falta de cohesión social/ división de los españoles por el tema políticos","Corrupción política","Otros","No sabe","Jubilación","Sanidad","No sabe","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Ni buena ni mala","Mejor","Mejorará","Ni buena ni mala","Peor","Se quedará igual","Buena","No sabe","Mejorará","Mejor","Mejorar la calidad de la educación pública","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Falta de profesionales médicos"," "," ","Sí","Ni bien ni mal(no leer)","Otros"," "," ","De acuerdo","En desacuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","No sabe","Mala","Mala","Liberal",5,6,4,3,5,5,"Sí",7,"Sí",4,"Sí",6,"Sí",6,"Sí",6,7,4,4,4,5,"Sí",8,"No"," ","No"," ","No"," ","No"," ","Sí",6,"No"," ","Sí",7,"Sí",5,"Sí",5,"Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Poco probable","Muy religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
3371,"FIJO2","Jaén","Menos de 10.000","Mujer","55-64",60,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,4,"Falta de trabajo: paro","Sanidad","No sabe","Falta de trabajo: paro","“Recortes”. Restricciones presupuestarias","Situación sector agrario","Situación sector agrario","Falta de trabajo: paro","No sabe","Ninguno","Ninguno","Ninguno","Ni buena ni mala","Peor","No sabe","Muy mala","Peor","Empeorará","Muy mala","Peor","No sabe","Muy mala","Peor","Se quedará igual","Mucho peor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Ni bien ni mal(no leer)","Reducir listas/tiempos de espera de atención"," "," ","Sí","Mal","Falta de interes/incompetencia/profesionalidad/despreocupación/desmotivación por parte del profesorado"," "," ","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No sabe","Regular (no leer)","Ninguno",5,8,4,1,6,9,"Sí",8,"Sí",4,"Sí",8,"No"," ","No"," ",8,4,6,"No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Tenemos dificultades","Probable (NO LEER)","Religiosa","Educación primaria","Trabajo doméstico no remunerado (tareas del hogar)"," "
3437,"FIJO2","Granada","Menos de 10.000","Mujer","75 o más",84,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,8,"Inmigración","Inestabilidad política","No sabe","Inmigración","No sabe","No sabe","No sabe","No sabe","No sabe","Ninguno","Ninguno","No contesta","Mala","Igual","Mejorará","Mala","Igual","Empeorará","Mala","Igual","Se quedará igual","Mala","Igual","Se quedará igual","Mejor","Que se genere  más empleo","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","Sí","Muy mal","Falta de autoridad en las aulas"," "," ","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Mala","No sabe","No sabe",5,"No sabe","No sabe","No sabe","No sabe","No sabe","No"," ","Sí",1,"No"," ","No"," ","No"," ","No contesta",4,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Nada probable","Religiosa","Sin estudios","Jubilado o pensionista (anteriormente ha trabajado)"," "
4176,"FIJO2","Granada","Menos de 10.000","Mujer","35-44",35,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,6,"Inestabilidad política","Falta de trabajo: paro","Precio de las hipotecas","Falta de trabajo: paro","Educación-cultura-investigación","Largas listas de espera","Falta de trabajo: paro","Educación-cultura-investigación","Largas listas de espera","PP","PP","PP","Muy mala","Peor","Empeorará","Buena","Mejor","Mejorará","Ni buena ni mala","Peor","Mejorará","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Se han reducido listas de espera/rapidez"," "," ","Sí","Mal","Falta de profesorado"," "," ","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","No sabe","De acuerdo","Buena","Buena","Conservador/a",8,7,2,1,5,10,"Sí",7,"Sí",1,"Sí",5,"Sí","No sabe","Sí",7,7,4,5,2,9,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Para garantizar o facilitar la conformación de mayorías","Tenemos dificultades","Nada probable","Muy religiosa","Formación profesional II (segundo grado)","Parado/a y ha trabajado antes"," "
4277,"FIJO2","Sevilla","De 20.001 a 50.000","Mujer","35-44",44,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,5,"Inestabilidad política","Falta de trabajo: paro","Cambio climático","Falta de trabajo: paro","Incertidumbre respeto al futuro","No sabe","Incertidumbre respeto al futuro","No sabe","No sabe","PP","PP","PP","Mala","Igual","Empeorará","Ni buena ni mala","Igual","Empeorará","Buena","Peor","Se quedará igual","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy bien","Buena atención/trato"," "," ","Sí","Muy mal","Mejorar/actualizar contenidos/materias /metodologías"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Buena","Demócrata- cristiano/na.",7,7,4,1,5,8,"Sí",7,"Sí",3,"Sí",5,"Sí",2,"Sí",6,7,3,5,1,9,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Vivimos confortablemente con los ingresos actuales","Nada probable","Muy religiosa","Bachillerato","Trabajo doméstico no remunerado (tareas del hogar)"," "
4331,"FIJO2","Córdoba","Menos de 10.000","Mujer","45-54",51,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,8,"Insatisfacción con los políticos","Inestabilidad política","No ayuda a los empresarios autónomos","Otros","No ayuda a los empresarios autónomos","Falta de trabajo: paro","Excesiva presión fiscal","No sabe","No sabe","VOX","VOX","VOX","Mala","Peor","Empeorará","Mala","Igual","No sabe","Buena","Igual","Se quedará igual","Buena","Igual","Se quedará igual","Ni mejor ni peor","Evitar la inmigración ilegal","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Mal","Recortes/Falta/mejorar inversión en general en sanidad"," "," ","Sí","Mal","Falta profesionalidad/atención por parte de profesores"," "," ","De acuerdo","En desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Buena","Buena","Conservador/a",10,8,2,1,7,10,"Sí",8,"Sí",2,"Sí",7,"Sí",1,"Sí",9,9,1,8,1,9,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Vivimos confortablemente con los ingresos actuales","Nada probable","Poca religiosa","Educación primaria","Trabajo doméstico no remunerado (tareas del hogar)"," "
4517,"FIJO2","Córdoba","Menos de 10.000","Mujer","45-54",46,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,8,"Funcionamiento de la economía","Inestabilidad política","Otros","Falta de trabajo: paro","Sanidad","Educación-cultura-investigación","Funcionamiento de la economía","Paro y precariedad laboral","Sanidad","VOX","VOX","VOX","Muy mala","Peor","Se quedará igual","Muy mala","Igual","Se quedará igual","Ni buena ni mala","Peor","Empeorará","Ni buena ni mala","Mejor","Se quedará igual","Ni mejor ni peor","Evitar la inmigración ilegal","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Bien","Se han reducido listas de espera/rapidez"," "," ","Sí","Ni bien ni mal(no leer)","Falta de profesorado","Mejorar/estabilizar sistema educativo/leyes/planes educativos","Falta de medios técnicos y tecnológicos.","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Buena","Buena","No sabe",5,8,3,2,6,9,"Sí",7,"Sí",4,"No"," ","No"," ","No"," ",8,3,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",7,"Sí",7,"Vox","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Otros","Nos llega para vivir","Muy probable","Religiosa","Formación profesional II (segundo grado)","Trabaja","Asalariado del sector público"
4552,"MOVIL2","Jaén","De 50.001 a 100.000","Hombre","18-24",24,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,8,"Precariedad laboral / contrato","Movimiento ocupa","Problema de Cataluña","Insatisfacción con los políticos","Situación sector agrario","No sabe","Paro juvenil","Otros","Acceso difícil para los jóvenes","VOX","VOX","VOX","Muy mala","Mejor","Empeorará","Mala","Mejor","Mejorará","Ni buena ni mala","Peor","Mejorará","Ni buena ni mala","Peor","Se quedará igual","Peor","Aumentar la participación de los ciudadanos en las decisiones del Gobierno de Andalucía","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy mal","Uso abusivo/innecesario del servicio de salud público"," "," ","Sí","Bien","No sabe"," "," ","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy mala","Buena","Demócrata- cristiano/na.",8,5,3,1,4,10,"No"," ","Sí",1,"No"," ","No"," ","No"," ","No contesta",3,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Durante la campaña electoral","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Tenemos dificultades","Nada probable","Religiosa","Bachillerato","Trabaja","Asalariado del sector público"
4840,"FIJO2","Cádiz","De 10.001 a 20.000","Mujer","35-44",41,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",10,10,"Inestabilidad política","Corrupción política","Problema de Cataluña","Corrupción política","Falta de trabajo: paro","Educación-cultura-investigación","No sabe","No sabe","No sabe","Ninguno","Ninguno","No contesta","Ni buena ni mala","Igual","Se quedará igual","Mala","Igual","Se quedará igual","Buena","Igual","Se quedará igual","Muy mala","Igual","Se quedará igual","Peor","Que se genere  más empleo","Luchar contra el fraude laboral","Sí","Muy bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","Sí","Mal","Mejorar/actualizar contenidos/materias /metodologías"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Mala","Mala","Progresista",4,6,3,1,5,7,"Sí",4,"Sí",4,"Sí","No sabe","No"," ","No"," ","No sabe",4,"No sabe","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me gustaba más el candidato","Nos llega para vivir","Poco probable","Algo religiosa","Formación profesional I (primer grado)","Parado/a y ha trabajado antes"," "
10050,"ONLINE","Córdoba","De 100.001 o más","Hombre","25-34",34,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",8,8,"Falta de trabajo: paro","Demasiada delincuencia","Inestabilidad política","Paro juvenil","Otros","Mejorar políticas sociales","Falta de trabajo: paro","Falta de trabajo: paro","Sueldos bajos","VOX","PP","VOX","Mala","Peor","Empeorará","Ni buena ni mala","Peor","Empeorará","Buena","Mejor","Mejorará","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Bien en general, buena experiencia, calidad de la asistencia","Se han reducido listas de espera/rapidez","Buenos profesionales","No","Ni bien ni mal(no leer)","Reducir el abandono escolar"," "," ","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Ni de acuerdo ni en desacuerdo","Buena","Buena","Conservador/a",8,7,3,3,6,10,"Sí",8,"Sí",3,"Sí",7,"Sí",6,"Sí",5,8,3,5,3,5,"Sí",8,"No"," ","No"," ","No"," ","Sí",7,"No"," ","Sí",7,"Sí",8,"No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Por descontento hacia el partido que había votado anteriormente","Nos llega para vivir","Poco probable","Poca religiosa","Licenciatura o Grado","Trabaja","Asalariado del sector privado"
10080,"ONLINE","Granada","De 100.001 o más","Mujer","55-64",56,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,8,"Crisis valores morales","Otros","Falta de trabajo: paro","Falta de trabajo: paro","Inmigración","Desahucios","Falta de trabajo: paro","Otros","Desigualdad social y pobreza","VOX","PP","PP","Mala","Peor","Empeorará","Mala","Peor","Empeorará","Ni buena ni mala","Mejor","Empeorará","Mala","Igual","No sabe","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Ni bien ni mal(no leer)","Reducir listas/tiempos de espera de atención","Escaso interés/profesionalidad/empatía mostrado por parte del personal sanitario"," ","Sí","Mal","Demasiado deberes para casa","Demasiada exigencia a los alumnos"," ","De acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","Muy de acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Regular (no leer)","No sabe","Conservador/a",8,5,1,1,2,9,"Sí",5,"Sí",3,"No"," ","No"," ","No"," ",4,1,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","<b>Estoy seguro/a que voté</b>","PP","<b>Estoy seguro/a que voté</b>","Vox","Antes de iniciar la campaña","Ha cambiado mi voto","Porque me he identificado más con el mensaje","Nos llega para vivir","Probable (NO LEER)","Muy religiosa","Educación primaria","Trabajo doméstico no remunerado (tareas del hogar)"," "
